energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss
-0.0,0,0.9475584030151367,0.6805621385574341,1,1.6281205415725708
-0.0,0,0.9469264149665833,0.7143644690513611,3,1.6612908840179443
0.0,0,0.9444700479507446,0.6869483590126038,5,1.6314184665679932
0.0,0,0.9569794535636902,0.682696521282196,7,1.6396759748458862
-0.0,0,0.9518762826919556,0.6997800469398499,9,1.6516563892364502
0.0,0,0.9618200659751892,0.6877418756484985,11,1.649561882019043
0.0,0,0.9503206610679626,0.6947216391563416,13,1.6450423002243042
0.0,0,0.9465208053588867,0.6863874197006226,15,1.6329082250595093
-0.0,0,0.920254647731781,0.6741441488265991,17,1.5943987369537354
0.0,0,0.934380829334259,0.6621942520141602,19,1.5965750217437744
-0.0,0,0.919132649898529,0.6446463465690613,21,1.5637789964675903
0.0,0,0.9287860989570618,0.6535519957542419,23,1.5823380947113037
0.0,0,0.9455768465995789,0.668196439743042,25,1.6137733459472656
0.0,0,0.9336269497871399,0.6654776930809021,27,1.599104642868042
-0.0,0,0.939461886882782,0.6696125268936157,29,1.609074354171753
0.0,0,0.9250171780586243,0.6580216288566589,31,1.5830388069152832
0.0,0,0.9310685992240906,0.6415481567382812,33,1.5726168155670166
0.0,0,0.9300698637962341,0.6547811627388,35,1.5848510265350342
0.0,0,0.9349045157432556,0.6397188901901245,37,1.5746233463287354
-0.0,0,0.9146125912666321,0.6332822442054749,39,1.547894835472107
-0.0,0,0.935413658618927,0.6351794004440308,41,1.5705931186676025
0.0,0,0.9326328635215759,0.6440719962120056,43,1.5767048597335815
-0.0,0,0.9089954495429993,0.6181005239486694,45,1.5270960330963135
0.0,0,0.9147340655326843,0.6226160526275635,47,1.5373501777648926
0.0,0,0.9221317172050476,0.6224496960639954,49,1.544581413269043
0.0,0,0.9241811633110046,0.6305661797523499,51,1.5547473430633545
0.0,0,0.9150703549385071,0.6169239282608032,53,1.531994342803955
0.0,0,0.9243788719177246,0.6126757264137268,55,1.5370545387268066
0.0,0,0.9219492077827454,0.6075059175491333,57,1.5294551849365234
0.0,0,0.9057084918022156,0.6110303401947021,59,1.5167388916015625
-0.0,0,0.8994303941726685,0.6194322109222412,61,1.5188626050949097
0.0,0,0.9115232825279236,0.6090189814567566,63,1.5205422639846802
-0.0,0,0.8979669809341431,0.6095420122146606,65,1.5075089931488037
0.0,0,0.9221704602241516,0.6064165234565735,67,1.528586983680725
-0.0,0,0.8774641156196594,0.5978037118911743,69,1.4752678871154785
-0.0,0,0.909367024898529,0.6007177829742432,71,1.510084867477417
-0.0,0,0.9312553405761719,0.6042542457580566,73,1.5355095863342285
0.0,0,0.9004961252212524,0.5888218879699707,75,1.4893180131912231
0.0,0,0.9051383137702942,0.5823360681533813,77,1.4874744415283203
-0.0,0,0.8919689059257507,0.5790844559669495,79,1.4710533618927002
0.0,0,0.8680872917175293,0.5793987512588501,81,1.4474860429763794
-0.0,0,0.8937137722969055,0.587756335735321,83,1.4814701080322266
