energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss
0.0,0,0.9642109274864197,0.7568042874336243,1,1.721015214920044
0.0,0,0.9794735312461853,0.7492049932479858,3,1.7286784648895264
0.0,0,0.9645348787307739,0.7570269107818604,5,1.7215617895126343
0.0,0,0.9646770358085632,0.7343483567237854,7,1.6990253925323486
-0.0,0,0.9468246698379517,0.7317487597465515,9,1.6785733699798584
0.0,0,0.969174325466156,0.7475075125694275,11,1.7166818380355835
-0.0,0,0.9610223770141602,0.734641432762146,13,1.6956638097763062
-0.0,0,0.9618784189224243,0.7435064315795898,15,1.7053848505020142
0.0,0,0.9649189114570618,0.730533242225647,17,1.6954522132873535
-0.0,0,0.9564481973648071,0.7333337664604187,19,1.689781904220581
-0.0,0,0.9612323641777039,0.7141975164413452,21,1.6754298210144043
0.0,0,0.9643141031265259,0.7268621921539307,23,1.6911762952804565
