energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss
-0.0,0,0.9388357996940613,0.708577573299408,1,1.6474133729934692
-0.0,0,0.8978456854820251,0.6849241256713867,3,1.5827698707580566
-0.0,0,0.9395689368247986,0.7219700217247009,5,1.6615389585494995
-0.0,0,0.9439139366149902,0.7319265007972717,7,1.6758403778076172
-0.0,0,0.9538418054580688,0.7184342741966248,9,1.6722760200500488
0.0,0,0.9452185034751892,0.7249294519424438,11,1.6701478958129883
-0.0,0,0.9490793347358704,0.7378803491592407,13,1.6869597434997559
-0.0,0,0.9445471167564392,0.7240546941757202,15,1.6686017513275146
0.0,0,0.942633330821991,0.737676739692688,17,1.6803100109100342
0.0,0,0.9114837646484375,0.7023762464523315,19,1.613860011100769
-0.0,0,0.9363550543785095,0.7143591046333313,21,1.6507141590118408
0.0,0,0.9245244860649109,0.7111185193061829,23,1.6356430053710938
0.0,0,0.9201070666313171,0.7045254111289978,25,1.624632477760315
0.0,0,0.9429211020469666,0.7107449769973755,27,1.6536660194396973
-0.0,0,0.9187008142471313,0.6929576396942139,29,1.6116584539413452
-0.0,0,0.9251980185508728,0.7011662125587463,31,1.6263642311096191
0.0,0,0.9259145855903625,0.6858320832252502,33,1.6117466688156128
-0.0,0,0.9105342030525208,0.6908854842185974,35,1.6014196872711182
-0.0,0,0.9136972427368164,0.6906589269638062,37,1.6043561697006226
-0.0,0,0.9296852350234985,0.7033716440200806,39,1.633056879043579
-0.0,0,0.9209080934524536,0.6906603574752808,41,1.6115684509277344
-0.0,0,0.9292281270027161,0.7052849531173706,43,1.6345131397247314
0.0,0,0.9140912890434265,0.6897193193435669,45,1.6038105487823486
-0.0,0,0.9328102469444275,0.6955423355102539,47,1.6283526420593262
0.0,0,0.9232582449913025,0.6941362619400024,49,1.6173944473266602
0.0,0,0.917902946472168,0.6910526752471924,51,1.6089556217193604
0.0,0,0.9193199276924133,0.6866767406463623,53,1.6059966087341309
-0.0,0,0.914288341999054,0.6771228313446045,55,1.5914111137390137
-0.0,0,0.8889251947402954,0.6886535882949829,57,1.5775787830352783
-0.0,0,0.9373745322227478,0.6974172592163086,59,1.6347918510437012
0.0,0,0.920252799987793,0.6750683188438416,61,1.5953211784362793
0.0,0,0.8952776789665222,0.6592885851860046,63,1.5545662641525269
-0.0,0,0.9129199981689453,0.6691141128540039,65,1.5820341110229492
-0.0,0,0.9193474054336548,0.6750862002372742,67,1.5944335460662842
-0.0,0,0.924151599407196,0.6660321354866028,69,1.5901837348937988
0.0,0,0.8993579149246216,0.6456043720245361,71,1.5449622869491577
0.0,0,0.9126817584037781,0.6579965949058533,73,1.5706783533096313
-0.0,0,0.9130998849868774,0.6526731252670288,75,1.5657730102539062
0.0,0,0.885409951210022,0.6403260827064514,77,1.5257360935211182
-0.0,0,0.9147856831550598,0.6526768803596497,79,1.5674625635147095
-0.0,0,0.8756250739097595,0.6281434297561646,81,1.5037684440612793
0.0,0,0.9030580520629883,0.6435797214508057,83,1.546637773513794
0.0,0,0.901012122631073,0.6365452408790588,85,1.5375573635101318
-0.0,0,0.9109142422676086,0.6359491348266602,87,1.546863317489624
0.0,0,0.8849381804466248,0.6232138872146606,89,1.5081520080566406
0.0,0,0.9049936532974243,0.6326582431793213,91,1.5376518964767456
0.0,0,0.88372403383255,0.6163347959518433,93,1.500058889389038
-0.0,0,0.8720237612724304,0.6080126762390137,95,1.4800364971160889
0.0,0,0.898687481880188,0.6239813566207886,97,1.5226688385009766
0.0,0,0.8903341293334961,0.6152658462524414,99,1.5055999755859375
-0.0,0,0.8633619546890259,0.6049987077713013,101,1.4683606624603271
-0.0,0,0.8902811408042908,0.6008365154266357,103,1.4911177158355713
-0.0,0,0.8561416864395142,0.5891368389129639,105,1.445278525352478
0.0,0,0.8812393546104431,0.5845252275466919,107,1.4657645225524902
0.0,0,0.8857227563858032,0.5742411017417908,109,1.4599637985229492
0.0,0,0.8703483939170837,0.5766356587409973,111,1.446984052658081
-0.0,0,0.8605295419692993,0.56180739402771,113,1.4223369359970093
0.0,0,0.8472864031791687,0.557988703250885,115,1.4052751064300537
-0.0,0,0.845922589302063,0.5636287927627563,117,1.4095513820648193
-0.0,0,0.8552181124687195,0.5800262689590454,119,1.4352443218231201
0.0,0,0.8448441624641418,0.5614582896232605,121,1.4063024520874023
-0.0,0,0.8220193982124329,0.5527207851409912,123,1.3747401237487793
-0.0,0,0.8345222473144531,0.5445761680603027,125,1.3790984153747559
-0.0,0,0.8087105751037598,0.5329224467277527,127,1.3416330814361572
0.0,0,0.8330419659614563,0.5236930847167969,129,1.3567349910736084
0.0,0,0.8188727498054504,0.5549706220626831,131,1.3738434314727783
0.0,0,0.813209056854248,0.5505574345588684,133,1.3637664318084717
-0.0,0,0.7974016070365906,0.5178815722465515,135,1.315283179283142
-0.0,0,0.7826155424118042,0.541351318359375,137,1.3239668607711792
-0.0,0,0.7716749906539917,0.5158178210258484,139,1.2874927520751953
0.0,0,0.7743872404098511,0.5259003043174744,141,1.3002874851226807
-0.0,0,0.7897359728813171,0.5380509495735168,143,1.327786922454834
-0.0,0,0.7796295285224915,0.5428131222724915,145,1.322442650794983
0.0,0,0.7431222796440125,0.4909256398677826,147,1.2340478897094727
