energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss_epoch,train_loss_step
-0.0,0,0.7182968258857727,0.48098868131637573,171,,1.1992855072021484
0.0,0,0.6976170539855957,0.48687586188316345,173,,1.1844929456710815
-0.0,0,0.7067961692810059,0.5095206499099731,175,,1.216316819190979
0.0,0,0.69427090883255,0.485194593667984,177,,1.1794655323028564
-0.0,0,0.7078984379768372,0.5248093605041504,179,,1.2327077388763428
-0.0,0,0.6905005574226379,0.44995126128196716,181,,1.1404517889022827
-0.0,0,0.6853117346763611,0.46083396673202515,183,,1.1461457014083862
0.0,0,0.6898856163024902,0.5113381743431091,185,,1.2012238502502441
0.0,0,0.6898360252380371,0.4781612455844879,187,,1.1679972410202026
0.0,0,0.6939457058906555,0.5278712511062622,189,,1.2218170166015625
0.0,0,0.6625010371208191,0.4979272782802582,191,,1.1604282855987549
0.0,0,0.6897332072257996,0.48252642154693604,193,,1.1722595691680908
-0.0,0,0.6684274077415466,0.5155198574066162,195,,1.1839473247528076
0.0,0,0.6517419219017029,0.47504645586013794,197,,1.1267883777618408
-0.0,0,0.6514620184898376,0.4549008309841156,199,,1.1063628196716309
,0,,,199,1.473079800605774,
-0.0,1,0.6610491871833801,0.49715134501457214,201,,1.1582005023956299
0.0,1,0.6488950848579407,0.4707857370376587,203,,1.1196808815002441
-0.0,1,0.6411613821983337,0.4396471679210663,205,,1.0808085203170776
0.0,1,0.6285567283630371,0.43656185269355774,207,,1.0651185512542725
0.0,1,0.6526964902877808,0.5361939668655396,209,,1.1888904571533203
0.0,1,0.6350909471511841,0.4864555597305298,211,,1.1215465068817139
-0.0,1,0.6238176226615906,0.48297157883644104,213,,1.106789231300354
0.0,1,0.6134752631187439,0.464824378490448,215,,1.078299641609192
0.0,1,0.6062873005867004,0.43583914637565613,217,,1.0421264171600342
0.0,1,0.6080740094184875,0.46266600489616394,219,,1.070739984512329
-0.0,1,0.6093175411224365,0.46310022473335266,221,,1.0724177360534668
-0.0,1,0.6138233542442322,0.5138562321662903,223,,1.1276795864105225
0.0,1,0.6050732731819153,0.44903936982154846,225,,1.0541126728057861
0.0,1,0.5812861919403076,0.4518170952796936,227,,1.0331032276153564
