energy_loss,epoch,perceptual_loss,reconstruction_loss,step,train_loss_epoch,train_loss_step
0.0,0,0.9489397406578064,0.78934645652771,1,,1.7382862567901611
-0.0,0,0.9526394009590149,0.7517253756523132,3,,1.7043647766113281
0.0,0,0.9579843878746033,0.7803285717964172,5,,1.7383129596710205
0.0,0,0.9879003763198853,0.8156741857528687,7,,1.803574562072754
0.0,0,0.970456063747406,0.7935012578964233,9,,1.7639572620391846
-0.0,0,0.9564323425292969,0.7733036279678345,11,,1.7297359704971313
0.0,0,0.968725860118866,0.799953281879425,13,,1.768679141998291
0.0,0,0.9773049354553223,0.7981243133544922,15,,1.7754292488098145
0.0,0,0.9795383810997009,0.7946020364761353,17,,1.7741403579711914
0.0,0,0.9553331732749939,0.7583959102630615,19,,1.7137291431427002
0.0,0,0.9522728323936462,0.7622814774513245,21,,1.7145543098449707
0.0,0,0.9630118608474731,0.7594733834266663,23,,1.7224853038787842
0.0,0,0.9416131377220154,0.7710760235786438,25,,1.7126891613006592
0.0,0,0.920479953289032,0.72144615650177,27,,1.6419260501861572
-0.0,0,0.9472360610961914,0.7573894262313843,29,,1.7046254873275757
0.0,0,0.9320957064628601,0.7339222431182861,31,,1.666018009185791
0.0,0,0.9354583621025085,0.748215913772583,33,,1.6836743354797363
0.0,0,0.9502423405647278,0.7555294632911682,35,,1.705771803855896
-0.0,0,0.9308792352676392,0.727357804775238,37,,1.6582369804382324
-0.0,0,0.9465746283531189,0.7579120397567749,39,,1.704486608505249
-0.0,0,0.9551371932029724,0.7585752606391907,41,,1.713712453842163
0.0,0,0.9469078183174133,0.7493596076965332,43,,1.6962673664093018
0.0,0,0.9425083994865417,0.7358094453811646,45,,1.6783177852630615
0.0,0,0.9445587396621704,0.7237668037414551,47,,1.6683255434036255
0.0,0,0.9509813189506531,0.739559531211853,49,,1.6905407905578613
0.0,0,0.939076840877533,0.732742190361023,51,,1.6718189716339111
-0.0,0,0.9449241757392883,0.7349132895469666,53,,1.6798374652862549
-0.0,0,0.9112175107002258,0.6791484355926514,55,,1.5903658866882324
-0.0,0,0.9527481198310852,0.719423770904541,57,,1.6721718311309814
0.0,0,0.9508021473884583,0.7246644496917725,59,,1.675466537475586
0.0,0,0.9217373132705688,0.7025213241577148,61,,1.6242586374282837
-0.0,0,0.9127880334854126,0.6801735162734985,63,,1.5929615497589111
0.0,0,0.9254019856452942,0.6941707134246826,65,,1.619572639465332
-0.0,0,0.9078407287597656,0.6789562702178955,67,,1.5867969989776611
-0.0,0,0.9146696329116821,0.6715080738067627,69,,1.5861777067184448
0.0,0,0.9317985773086548,0.6885755062103271,71,,1.620374083518982
0.0,0,0.9281278848648071,0.6815492510795593,73,,1.6096770763397217
0.0,0,0.9168310165405273,0.6751958131790161,75,,1.5920268297195435
-0.0,0,0.9365976452827454,0.6837220191955566,77,,1.6203196048736572
0.0,0,0.895734429359436,0.6355229020118713,79,,1.5312573909759521
-0.0,0,0.9060642123222351,0.6487571001052856,81,,1.554821252822876
0.0,0,0.9129753112792969,0.6578741669654846,83,,1.5708494186401367
0.0,0,0.9086261987686157,0.637032151222229,85,,1.5456583499908447
0.0,0,0.890004575252533,0.6262702941894531,87,,1.5162749290466309
0.0,0,0.9167925119400024,0.6361759305000305,89,,1.5529685020446777
0.0,0,0.9090847373008728,0.6316150426864624,91,,1.5406997203826904
0.0,0,0.8836812973022461,0.6093023419380188,93,,1.4929835796356201
-0.0,0,0.8999757766723633,0.6294651031494141,95,,1.5294408798217773
0.0,0,0.8837671279907227,0.6083248853683472,97,,1.4920920133590698
0.0,0,0.8743709921836853,0.607366681098938,99,,1.4817376136779785
0.0,0,0.8323511481285095,0.5721330046653748,101,,1.4044841527938843
-0.0,0,0.893712043762207,0.6001659631729126,103,,1.4938780069351196
0.0,0,0.881835401058197,0.5956407785415649,105,,1.4774761199951172
-0.0,0,0.875156044960022,0.5945502519607544,107,,1.4697062969207764
0.0,0,0.8715358972549438,0.5891604423522949,109,,1.4606963396072388
0.0,0,0.8960540890693665,0.6122195720672607,111,,1.5082736015319824
-0.0,0,0.8519981503486633,0.572134256362915,113,,1.4241323471069336
0.0,0,0.8606882095336914,0.5872373580932617,115,,1.4479255676269531
0.0,0,0.855014443397522,0.5850421190261841,117,,1.440056562423706
-0.0,0,0.8744455575942993,0.5924785733222961,119,,1.4669241905212402
0.0,0,0.8246830105781555,0.5271904468536377,121,,1.3518733978271484
-0.0,0,0.8341808319091797,0.5592082142829895,123,,1.3933889865875244
0.0,0,0.8414228558540344,0.5572816133499146,125,,1.3987045288085938
-0.0,0,0.8556337356567383,0.5578832626342773,127,,1.4135169982910156
0.0,0,0.843700110912323,0.5725522041320801,129,,1.4162523746490479
0.0,0,0.8209854960441589,0.5263231992721558,131,,1.34730863571167
-0.0,0,0.8320378661155701,0.5592923164367676,133,,1.3913302421569824
-0.0,0,0.8088651895523071,0.5635558366775513,135,,1.3724210262298584
-0.0,0,0.8143200278282166,0.5314651727676392,137,,1.345785140991211
-0.0,0,0.8005508780479431,0.5426798462867737,139,,1.3432307243347168
-0.0,0,0.8097720146179199,0.5458388328552246,141,,1.3556108474731445
0.0,0,0.7883209586143494,0.5216782689094543,143,,1.3099992275238037
-0.0,0,0.7795109748840332,0.4901149868965149,145,,1.2696259021759033
0.0,0,0.7698367834091187,0.4983391761779785,147,,1.2681759595870972
-0.0,0,0.7648162245750427,0.5328755378723145,149,,1.297691822052002
-0.0,0,0.7708360552787781,0.5317499041557312,151,,1.3025859594345093
-0.0,0,0.7498217821121216,0.4777999818325043,153,,1.2276217937469482
0.0,0,0.7457688450813293,0.5376013517379761,155,,1.2833702564239502
0.0,0,0.7515091896057129,0.549831748008728,157,,1.301340937614441
-0.0,0,0.736072838306427,0.5302916765213013,159,,1.266364574432373
0.0,0,0.7122405171394348,0.5045851469039917,161,,1.2168257236480713
-0.0,0,0.7114208340644836,0.47060588002204895,163,,1.182026743888855
0.0,0,0.7226467728614807,0.47128888964653015,165,,1.1939356327056885
0.0,0,0.7193098664283752,0.523004949092865,167,,1.2423148155212402
0.0,0,0.7150433659553528,0.49962881207466125,169,,1.2146722078323364
